Date,Person_ID,Age,Gender,Total_Sleep_Hours,Sleep_Quality,Exercise_Mins_Day,Caffeine_Intake,Screen_Time_Before_Bed,Work_Hours,Productivity_Score,Mood_Score,Stress_Level
2024-02-26,3505,58,Female,71,8,0,281,48,7,7,2,2
2024-02-22,8236,57,Male,758,5,68,51,72,1,6,5,1
2024-11-22,7386,23,Female,798,3,76,129,159,8,5,4,2
2024-07-26,9664,56,Female,657,9,56,231,100,5,8,6,5
2024-07-29,1566,36,Male,518,10,21,294,124,4,4,1,7
2024-03-27,9597,21,Other,614,5,56,162,36,8,1,1,7
2024-01-03,2047,40,Other,474,1,59,239,157,5,5,9,7
2024-10-12,6124,22,Male,927,2,67,113,21,7,7,2,9
2024-10-12,2028,18,Other,482,6,63,28,101,8,7,9,10
2024-11-08,2146,50,Other,729,6,36,5,61,4,9,8,9
2024-10-24,4045,26,Female,669,6,80,278,125,6,8,5,2
2024-10-03,4147,59,Male,66,10,71,20,120,4,8,1,9
2024-07-03,9048,57,Male,932,9,27,155,35,1,6,6,10
2024-03-08,8208,32,Other,721,9,59,111,51,5,3,8,3
2024-11-02,9312,43,Female,607,4,30,161,139,8,3,5,10
2024-01-05,6690,18,Other,803,2,38,16,42,8,5,1,3
2024-04-21,2047,46,Other,711,8,78,215,30,5,2,2,6
2024-07-26,3071,56,Other,636,7,80,240,67,4,1,3,6
2024-03-30,3486,28,Other,484,9,58,122,117,7,2,3,2
2024-11-09,5497,57,Other,602,10,43,178,82,5,5,10,5
2024-01-28,8967,58,Female,80,8,40,69,23,6,8,2,8
2024-01-27,1788,56,Female,646,2,0,3,3,6,7,2,9
2024-03-03,9555,31,Other,567,9,25,143,158,9,10,9,2
2024-12-30,8164,41,Other,862,10,54,149,141,8,8,6,4
2024-03-10,5939,59,Other,944,4,45,141,63,6,10,1,7
2024-06-02,4522,20,Other,617,2,69,89,130,1,9,6,6
2024-02-27,6176,51,Female,89,3,46,182,153,5,2,6,4
2024-12-28,1605,40,Other,915,4,5,137,98,4,1,6,5
2024-09-03,5792,42,Male,857,8,11,181,77,4,10,7,9
2024-11-29,9884,34,Male,642,2,82,133,75,7,3,7,1
2024-04-02,6083,58,Female,479,2,24,275,156,1,10,10,2
2024-12-20,2817,40,Male,568,2,42,32,23,6,2,7,5
2024-09-20,5462,22,Male,836,10,28,68,31,9,2,5,1
2024-06-27,7562,36,Other,908,6,85,16,79,1,3,8,6
2024-02-21,5532,20,Other,462,6,5,229,173,7,8,6,2
2024-10-29,7346,19,Other,805,10,54,279,88,1,9,7,2
2024-09-04,7795,22,Male,533,7,36,35,73,8,6,5,6
2024-06-17,8712,46,Other,915,8,63,227,8,4,5,1,2
2024-12-25,4537,41,Other,82,2,80,74,100,7,7,8,8
2024-11-25,4800,28,Male,641,10,31,45,155,1,3,2,6
2024-08-29,2069,25,Other,605,8,75,156,161,8,5,7,2
2024-07-09,5149,41,Female,459,4,12,287,82,1,2,10,7
2024-11-29,4527,26,Male,716,8,34,145,77,5,8,1,8
2024-08-23,7992,30,Female,578,4,37,253,139,4,5,2,7
2024-01-31,1204,18,Female,698,7,9,156,167,8,2,8,6
2024-09-04,1088,42,Other,554,2,23,162,29,4,1,1,1
2024-07-14,1447,47,Other,812,10,11,142,9,7,7,1,6
2024-06-18,6008,48,Female,759,1,8,206,166,5,4,8,2
2024-05-18,6631,39,Male,855,3,3,86,45,1,10,2,10
2024-11-22,5718,50,Female,61,7,37,25,123,9,6,8,4
2024-02-21,7466,32,Male,85,4,52,246,171,6,2,7,8
2024-12-15,4823,18,Female,645,10,73,24,81,1,2,10,6
2024-02-10,4981,20,Female,899,3,1,54,17,9,6,10,7
2024-06-19,6434,23,Other,723,2,31,46,161,4,6,1,7
2024-02-25,8221,48,Female,706,6,39,137,9,9,10,4,2
2024-06-20,6930,36,Other,843,1,23,123,67,5,7,8,10
2024-01-09,8945,18,Female,587,1,58,88,94,6,3,7,6
2024-08-14,3695,18,Male,668,10,42,187,25,7,9,2,5
2024-05-07,8755,26,Male,584,7,49,9,112,9,4,10,8
2024-04-27,5797,54,Male,543,7,79,60,74,6,3,3,5
2024-10-19,5612,53,Male,74,4,19,96,143,9,2,8,1
2024-02-27,6506,25,Female,931,5,25,242,65,5,8,8,8
2024-01-01,6514,56,Female,588,5,27,13,19,5,9,10,1
2024-07-02,4651,54,Female,567,10,8,140,17,5,7,2,5
2024-09-19,3190,20,Female,621,4,32,148,144,8,8,2,9
2024-01-19,7309,42,Other,71,10,26,218,128,6,4,9,10
2024-11-16,5559,28,Other,714,9,73,63,10,5,1,4,4
2024-01-30,2529,27,Female,469,1,57,194,160,5,4,9,2
2024-03-21,7222,34,Male,744,4,65,245,89,6,8,4,1
2024-06-24,9574,23,Female,937,7,69,25,169,6,3,4,3
2024-06-28,1773,27,Female,913,1,71,196,101,8,5,6,10
2024-09-23,2188,45,Other,828,8,84,123,160,8,4,3,10
2024-10-05,1987,51,Male,76,10,46,214,27,9,2,9,7
2024-07-12,9783,19,Female,518,5,11,96,85,8,4,2,4
2024-12-14,4014,48,Male,785,8,32,132,77,5,4,7,8
2024-09-06,6434,33,Male,744,10,22,35,37,9,7,2,2
2024-07-29,3275,50,Male,566,5,61,278,148,1,8,7,1
2024-03-05,8812,35,Male,744,2,14,195,178,6,9,9,10
2024-01-25,9770,52,Male,854,8,22,164,172,6,4,4,8
2024-12-05,7630,53,Other,57,3,18,57,166,6,3,4,6
2024-03-16,5051,21,Female,638,2,52,277,67,6,9,3,2
2024-01-09,5856,59,Other,516,3,65,279,124,5,3,4,6
2024-11-09,6420,30,Female,617,7,47,245,89,7,6,4,3
2024-04-06,4282,26,Female,50,10,25,59,127,6,8,8,10
2024-11-09,3280,58,Other,589,7,51,1,160,6,5,10,9
2024-12-12,4395,57,Other,624,5,86,148,71,1,9,8,8
2024-05-29,9892,22,Female,895,10,10,295,101,4,4,2,7
2024-07-27,6164,27,Male,771,3,59,271,168,7,9,4,7
2024-09-09,8755,59,Other,786,10,50,28,18,8,1,4,8
2024-02-23,6313,25,Male,559,7,13,297,98,6,8,9,8
2024-03-05,8824,55,Male,538,6,84,236,131,4,10,9,4
2024-07-23,7521,37,Other,851,5,40,103,25,6,1,4,8
2024-12-13,4524,49,Female,527,10,79,199,75,9,3,10,4
2024-12-02,4316,39,Female,495,7,2,133,12,8,10,1,8
2024-02-08,9251,58,Other,881,2,32,73,134,1,1,6,1
2024-07-01,6185,20,Female,829,6,51,181,164,7,10,4,7
2024-03-26,3261,19,Female,879,4,51,173,168,1,5,3,10
2024-06-02,9521,51,Female,806,4,28,13,4,6,4,3,1
2024-08-15,7280,18,Other,684,1,14,180,29,7,8,3,4
2024-02-12,7799,39,Other,775,9,49,179,85,9,6,8,2
2024-09-12,7421,34,Male,779,4,42,199,120,9,2,9,4
2024-08-14,4745,20,Male,877,9,55,268,25,8,8,6,10
2024-01-10,4983,29,Other,692,6,61,210,71,1,4,2,6
2024-11-05,1992,49,Other,641,5,68,54,84,9,9,8,1
2024-11-12,4686,41,Female,87,4,0,203,148,4,3,4,10
2024-06-30,7332,37,Other,761,9,18,142,102,1,8,1,2
2024-06-25,9501,19,Male,626,2,39,285,62,1,8,2,7
2024-01-12,5412,58,Male,845,7,78,72,67,7,6,3,10
2024-01-24,2313,36,Other,583,10,43,92,64,1,4,6,8
2024-08-22,4238,24,Female,858,5,72,154,152,8,2,9,9
2024-12-04,2358,38,Female,455,1,45,218,70,7,1,9,2
2024-11-10,5307,36,Female,557,7,25,1,161,8,7,5,5
2024-05-06,4875,57,Other,494,6,27,106,48,5,8,10,8
2024-06-11,6580,30,Other,495,9,84,60,157,7,9,6,5
2024-08-21,6489,28,Other,893,3,49,208,130,1,10,9,1
2024-05-15,2296,52,Other,567,2,74,20,111,8,3,10,7
2024-10-10,7480,35,Other,808,4,24,176,117,9,8,10,8
2024-03-18,9632,26,Other,663,6,64,216,90,1,3,1,2
2024-10-14,6013,56,Male,68,4,37,140,60,1,4,1,2
2024-06-14,8740,49,Other,567,4,19,6,90,5,2,1,5
2024-10-11,6292,29,Male,533,8,2,38,50,4,2,6,10
2024-06-17,6108,32,Other,864,6,26,46,116,4,3,9,1
2024-04-05,4764,59,Male,67,10,43,132,122,7,8,1,1
2024-03-19,8566,23,Female,888,2,28,45,121,8,7,4,4
2024-07-04,1972,58,Other,853,7,70,120,75,7,7,8,7
2024-06-19,1123,24,Female,611,2,29,51,175,9,5,7,6
2024-09-08,8732,58,Male,773,2,46,106,152,7,7,1,7
2024-05-04,5239,51,Male,582,8,5,63,27,1,5,1,8
2024-12-20,7316,35,Other,526,1,58,62,124,9,2,1,1
2024-08-25,5627,53,Female,776,6,46,249,134,7,1,8,5
2024-06-21,9046,58,Other,799,2,30,3,55,4,6,7,1
2024-07-22,2352,24,Female,731,6,37,174,1,1,3,5,3
2024-12-15,5117,50,Female,751,2,68,284,12,5,6,9,7
2024-09-22,1498,59,Female,702,8,74,5,131,9,7,8,5
2024-08-29,5482,24,Female,476,6,35,144,85,1,8,3,3
2024-02-18,6446,43,Other,768,5,64,62,55,4,10,1,4
2024-04-30,7290,43,Female,886,8,73,228,27,7,9,9,3
2024-09-20,1739,56,Female,683,1,55,284,56,9,10,1,2
2024-12-14,1001,28,Other,854,10,55,113,73,8,6,6,3
2024-04-18,9471,42,Other,678,1,52,121,15,5,7,1,10
2024-04-14,6708,40,Other,83,10,86,229,2,6,6,2,10
2024-07-09,6857,18,Other,721,4,4,115,72,5,5,7,7
2024-07-24,7894,40,Other,663,6,30,16,136,5,6,6,4
2024-12-28,2719,35,Male,724,9,70,13,19,7,7,3,3
2024-09-01,3117,25,Male,466,10,62,35,117,6,2,4,10
2024-01-21,2791,41,Female,583,5,23,281,129,4,2,7,9
2024-04-08,9846,20,Female,863,3,48,148,87,1,8,4,8
2024-08-14,2440,57,Male,711,8,83,138,141,6,4,1,8
2024-03-30,6144,43,Other,924,4,62,207,152,8,2,10,3
2024-06-26,3845,18,Other,629,10,64,123,28,7,10,1,8
2024-03-09,7144,32,Other,855,3,19,251,1,4,6,7,7
2024-11-28,6351,47,Female,851,8,82,124,79,6,6,9,3
2024-01-24,9792,26,Female,721,10,2,18,129,4,2,5,1
2024-05-17,6674,43,Female,821,5,15,98,8,6,1,8,10
2024-12-03,2992,44,Other,845,9,73,16,105,1,1,4,7
2024-07-14,4320,27,Male,471,4,12,289,126,8,4,4,8
2024-04-23,2540,19,Female,473,1,65,229,153,4,9,3,3
2024-04-04,8496,20,Female,872,7,40,128,53,1,8,5,7
2024-07-07,7856,46,Male,898,4,35,92,111,7,4,6,5
2024-11-01,4032,43,Female,918,4,34,157,109,7,6,1,9
2024-01-20,4471,40,Male,857,3,69,223,128,6,2,2,10
2024-09-26,2884,28,Female,613,1,2,94,148,5,6,3,8
2024-09-16,6781,30,Female,815,4,89,55,62,6,7,7,10
2024-11-06,6490,41,Male,632,9,69,2,148,9,4,3,2
2024-06-30,3635,48,Male,617,2,43,89,28,1,8,5,10
2024-09-22,1503,23,Female,786,10,29,132,137,4,6,7,1
2024-10-23,3843,33,Other,715,5,54,17,52,1,2,8,3
2024-10-23,7037,26,Female,873,8,27,88,63,9,6,7,5
2024-10-07,5886,25,Male,777,3,39,120,55,4,3,6,10
2024-10-28,5881,40,Female,631,10,45,256,143,6,6,2,3
2024-07-15,4269,51,Male,87,7,19,274,28,1,10,5,1
2024-04-05,8811,48,Other,604,4,48,186,86,4,7,2,5
2024-07-17,1757,43,Other,677,7,45,271,119,9,5,7,8
2024-02-05,6137,40,Male,836,7,43,108,128,6,5,3,2
2024-01-31,8462,26,Male,684,8,83,161,131,5,10,6,4
2024-11-01,4844,28,Male,735,5,26,117,103,4,4,7,7
2024-02-18,1768,44,Male,873,5,3,83,21,7,6,10,7
2024-04-19,7233,54,Female,683,3,61,178,27,4,8,9,4
2024-11-28,2992,45,Female,583,5,64,234,114,7,6,8,1
2024-11-02,2392,54,Male,727,5,12,202,118,9,1,1,10
2024-11-21,8695,30,Male,801,3,44,46,176,7,10,1,9
2024-12-07,6906,56,Other,458,5,67,190,47,7,2,1,9
2024-11-12,4942,45,Male,901,3,13,208,146,9,7,3,2
2024-12-10,6534,56,Female,781,1,51,94,70,6,9,4,3
2024-04-11,7611,44,Male,839,4,46,88,19,8,1,2,6
2024-03-29,2256,57,Other,829,9,57,130,29,1,9,3,10
2024-05-03,2364,23,Other,914,6,17,248,91,9,8,4,2
2024-10-25,8496,45,Male,886,5,36,172,179,8,5,7,3
2024-05-11,5535,28,Female,865,7,15,94,158,1,5,7,2
2024-05-27,3294,19,Female,875,5,39,143,175,1,1,6,2
2024-10-26,1350,24,Female,461,10,10,206,92,4,3,6,10
2024-01-22,8904,43,Female,848,8,23,296,50,6,2,5,3
2024-06-19,6700,47,Other,723,9,23,103,42,8,6,6,10
2024-02-23,5796,47,Other,705,10,28,80,57,9,1,6,9
2024-11-05,5637,19,Male,845,9,36,246,117,8,5,2,8
2024-11-14,3141,32,Female,523,1,78,147,56,9,8,9,9
2024-08-24,5172,54,Female,631,3,40,105,170,5,2,7,2
2024-05-31,3250,25,Other,766,10,5,19,135,7,1,6,8
2024-01-14,9833,39,Male,644,7,5,177,43,5,5,3,8
2024-03-09,7098,26,Male,946,8,12,180,52,4,2,3,8
2024-03-18,9380,48,Female,929,6,79,93,67,7,4,7,5
2024-11-17,7710,25,Female,758,5,0,165,59,1,8,2,1
2024-11-24,8086,35,Other,47,9,53,247,173,7,9,4,8
2024-05-18,1303,59,Female,784,9,83,105,118,6,10,4,1
2024-05-10,2830,44,Other,502,5,21,189,18,7,3,2,7
2024-08-05,8466,57,Male,639,7,70,134,145,6,10,7,1
2024-11-30,4470,45,Female,661,5,48,166,37,7,4,8,4
2024-06-11,4628,38,Male,542,6,54,43,90,5,9,7,10
2024-12-02,9891,46,Other,509,3,81,114,122,4,2,6,9
2024-02-03,2732,31,Male,459,6,37,72,85,5,7,4,6
2024-08-27,6020,44,Male,65,1,29,185,167,4,4,7,1
2024-03-05,7740,48,Other,535,1,12,254,54,1,6,9,8
2024-03-24,8856,47,Female,59,1,39,13,73,9,8,10,3
2024-04-04,2418,56,Other,564,7,55,131,8,8,3,5,1
2024-10-10,3519,50,Male,503,8,82,33,137,9,1,2,3
2024-08-01,9551,46,Male,78,6,86,140,155,4,10,7,9
2024-05-21,9549,27,Male,863,4,69,110,176,4,3,7,8
2024-11-02,1937,36,Female,855,6,5,120,10,9,7,7,8
2024-08-02,3466,25,Male,795,5,16,21,77,1,4,6,6
2024-06-09,8940,35,Other,915,9,58,198,112,1,6,5,8
2024-09-04,1003,18,Female,684,5,18,196,117,4,7,3,7
2024-07-23,6502,36,Male,75,4,36,44,80,7,4,2,9
2024-05-02,5566,18,Male,637,7,73,101,70,9,2,9,9
2024-01-27,4240,24,Male,581,2,42,30,79,1,5,1,3
2024-11-05,3994,24,Female,461,2,56,173,69,5,10,10,4
2024-11-25,5778,59,Male,532,8,76,100,95,1,8,1,9
2024-07-21,8874,30,Female,814,3,29,69,70,4,5,6,3
2024-11-19,7350,58,Female,84,10,25,17,3,6,7,5,6
2024-01-25,2533,46,Female,938,4,27,192,71,7,2,3,10
2024-06-20,9052,44,Male,739,5,23,6,50,6,10,5,3
2024-11-20,4827,25,Female,462,4,58,93,45,4,10,5,6
2024-03-15,1401,34,Other,50,1,89,4,131,7,8,8,3
2024-08-23,9556,50,Male,926,5,20,210,159,1,2,8,5
2024-06-29,7276,22,Female,865,10,0,97,25,8,6,4,3
2024-05-11,4679,35,Male,825,9,77,179,17,7,10,7,8
2024-04-24,8160,35,Other,88,9,42,190,65,1,8,3,5
2024-06-23,1675,36,Female,876,4,66,48,58,5,7,7,7
2024-03-29,2806,24,Other,689,10,18,46,52,9,5,5,10
2024-03-17,8738,31,Female,902,1,23,28,134,7,9,4,7
2024-07-24,6361,47,Male,499,8,55,157,67,8,10,7,1
2024-12-26,7858,21,Other,875,5,17,272,106,9,8,8,8
2024-12-08,2750,19,Male,577,5,37,166,59,1,7,7,1
2024-06-05,6826,20,Male,526,3,8,261,133,8,3,9,7
2024-07-21,7863,46,Female,915,5,27,177,32,6,10,6,10
2024-06-10,9695,53,Other,917,6,15,178,158,1,9,6,8
2024-04-25,1391,40,Male,455,1,86,56,132,5,7,5,10
2024-10-10,8491,49,Female,534,4,52,190,111,8,6,3,9
2024-08-12,5170,39,Female,56,2,84,139,134,6,9,8,10
2024-06-01,2255,58,Female,485,1,16,256,93,6,9,6,4
2024-08-12,8398,23,Female,583,2,33,1,135,6,9,8,9
2024-01-07,8861,26,Female,68,3,63,51,148,8,4,6,3
2024-07-16,3317,50,Other,553,8,47,126,93,5,10,4,6
2024-09-12,5543,55,Other,466,10,75,85,67,1,9,4,7
2024-10-16,1946,26,Female,809,4,29,224,129,5,1,1,3
2024-07-05,9845,27,Female,862,2,34,57,114,9,5,8,6
2024-03-19,6194,41,Female,861,10,61,244,50,6,5,5,2
2024-02-02,2096,43,Male,465,1,67,196,38,8,3,1,3
2024-04-16,4793,38,Female,693,3,0,202,79,1,9,1,1
2024-02-10,5319,20,Other,509,5,11,205,63,4,9,7,7
2024-01-14,6535,25,Other,842,3,26,33,25,1,8,3,6
2024-06-08,6998,25,Female,739,2,66,219,14,1,8,2,6
2024-04-22,8974,37,Male,783,6,14,83,40,7,10,6,7
2024-07-16,2958,34,Female,949,3,45,133,15,1,7,9,4
2024-11-13,3407,57,Female,605,10,13,77,172,8,6,7,4
2024-09-29,2647,23,Male,932,4,57,116,53,6,7,4,5
2024-10-25,8254,35,Female,481,10,0,112,36,8,9,3,3
2024-01-09,1059,59,Other,565,7,3,102,175,1,7,8,3
2024-10-11,4973,46,Female,723,6,3,185,115,9,10,7,2
2024-01-13,4777,58,Male,593,8,51,176,28,7,6,2,2
2024-05-15,7330,19,Female,659,10,63,49,153,6,10,4,2
2024-04-27,6117,21,Other,494,2,50,185,63,1,1,3,6
2024-05-22,2123,43,Female,727,7,11,107,135,7,10,5,4
2024-09-13,8959,51,Male,863,7,57,139,171,7,9,6,3
2024-04-27,7935,38,Female,779,3,1,37,39,1,7,8,5
2024-04-24,7353,52,Other,472,1,62,213,122,5,2,10,1
2024-02-10,1019,26,Male,726,2,17,235,62,7,8,10,8
2024-09-08,3798,25,Female,821,3,25,6,16,4,6,6,2
2024-01-06,6533,27,Female,875,10,21,40,89,8,3,10,7
2024-05-18,2225,29,Male,80,6,74,174,38,8,5,9,10
2024-12-28,7105,42,Male,458,9,43,159,171,6,10,10,1
2024-06-15,7074,24,Other,524,2,52,187,42,1,4,8,4
2024-06-08,4696,47,Female,483,1,81,166,137,5,2,9,6
2024-09-22,6782,30,Male,88,8,5,119,71,1,1,10,2
2024-08-02,4411,51,Other,86,5,65,296,33,4,6,2,2
2024-02-13,2839,52,Other,782,3,18,214,124,5,7,3,5
2024-11-06,7305,41,Female,831,1,40,37,165,4,6,9,4
2024-04-13,7335,20,Other,768,2,71,102,124,4,3,2,1
2024-03-04,1175,49,Female,713,6,54,184,120,1,5,4,9
2024-01-29,6930,50,Male,51,4,80,292,37,1,10,4,4
2024-03-02,8313,28,Female,673,5,66,82,122,7,5,1,2
2024-11-04,7906,45,Male,902,8,57,210,3,1,1,6,9
2024-10-19,2719,44,Female,781,3,16,253,145,1,10,7,6
2024-09-16,2918,58,Other,873,3,84,62,99,9,7,2,1
2024-06-26,1327,25,Female,821,7,0,219,90,7,8,3,8
2024-09-02,8542,41,Female,712,7,57,14,7,8,7,3,3
2024-06-17,8727,31,Other,474,1,69,252,65,5,6,5,10
2024-03-08,4096,30,Male,833,8,0,110,46,1,4,6,10
2024-11-27,2625,42,Female,561,9,21,276,142,9,10,10,1
2024-08-17,8606,52,Female,644,8,7,253,53,1,2,4,4
2024-10-16,6688,51,Male,725,6,35,152,90,9,7,3,10
2024-07-14,6584,55,Female,745,8,16,184,30,9,2,1,8
2024-12-14,2411,35,Other,635,5,66,119,141,4,7,5,4
2024-07-31,2962,59,Female,494,9,57,1,77,1,8,4,8
2024-07-02,9132,30,Other,763,9,2,104,52,1,8,9,9
2024-02-24,4065,32,Male,873,10,79,259,7,5,4,4,10
2024-04-30,9865,33,Other,899,3,25,197,96,4,8,9,1
2024-11-22,2233,57,Female,906,6,21,154,81,4,9,4,5
2024-02-28,9485,37,Female,737,5,40,94,28,4,8,8,10
2024-08-05,7852,21,Female,717,3,85,228,82,9,8,4,7
2024-08-07,8033,31,Male,628,9,62,105,16,6,10,7,3
2024-03-19,2807,38,Male,565,4,83,196,8,1,8,2,7
2024-07-31,6513,55,Other,755,7,42,267,111,1,4,4,8
2024-08-06,9932,58,Male,651,7,14,225,7,8,5,3,1
2024-09-10,6199,59,Other,724,10,11,126,103,1,9,7,1
2024-11-28,9406,56,Male,869,10,25,273,127,8,10,1,7
2024-11-09,6629,27,Female,914,2,13,210,23,9,6,4,7
2024-04-30,3220,51,Female,605,8,22,145,13,4,4,5,5
2024-02-17,1522,19,Other,469,3,31,35,148,4,2,10,6
2024-07-22,1894,31,Male,601,2,27,143,58,1,1,6,2
2024-07-22,3934,40,Female,802,2,65,176,18,1,7,3,4
2024-11-15,5368,23,Other,781,5,22,196,125,1,10,2,8
2024-11-20,9716,53,Male,805,4,40,25,124,5,10,10,9
2024-04-15,9493,30,Female,754,7,62,145,60,4,4,1,7
2024-02-26,7124,55,Female,925,2,26,86,144,7,7,2,5
2024-10-15,5228,34,Female,65,10,79,207,43,1,10,9,1
2024-02-13,7787,34,Male,521,3,54,157,145,7,9,9,7
2024-05-21,9422,19,Female,76,1,23,292,28,4,2,3,10
2024-06-05,2627,21,Other,573,8,55,90,179,1,4,5,2
2024-11-17,6562,59,Male,893,2,37,222,171,8,1,7,7
2024-09-21,3377,45,Other,948,3,14,187,25,8,7,6,3
2024-02-26,6167,35,Other,721,10,87,216,175,9,2,6,1
2024-07-18,5180,58,Other,507,10,52,230,69,1,3,4,9
2024-08-21,2371,52,Male,923,7,24,49,63,4,10,7,3
2024-03-08,7313,19,Other,485,2,54,33,147,8,6,10,10
2024-12-05,4008,42,Male,583,7,0,288,69,9,6,10,3
2024-10-28,6883,23,Male,533,7,15,153,160,1,3,7,9
2024-03-02,4472,55,Other,717,7,61,166,169,6,4,6,10
2024-03-10,9376,43,Male,502,5,53,70,43,1,9,4,9
2024-06-19,6419,36,Male,515,1,65,109,119,9,1,4,2
2024-08-09,8453,42,Male,661,10,10,279,87,8,10,7,4
2024-07-22,1189,51,Female,82,6,79,258,0,5,3,6,3
2024-02-10,1916,30,Female,461,1,25,98,60,8,7,1,2
2024-06-30,2960,26,Female,468,9,12,251,178,7,5,3,9
2024-05-04,4328,18,Other,70,1,87,223,73,1,10,1,3
2024-09-26,3543,55,Male,648,1,56,247,103,4,2,3,10
2024-11-02,5701,25,Male,804,4,20,253,96,5,7,5,6
2024-04-22,2335,54,Female,527,6,33,60,55,1,4,6,7
2024-01-13,6520,46,Male,523,9,1,61,19,1,8,10,4
2024-03-02,3320,56,Male,654,10,75,60,57,8,3,7,1
2024-03-19,6925,47,Other,74,6,63,35,170,1,2,4,6
2024-03-02,4060,26,Other,623,2,51,144,59,1,1,6,10
2024-05-17,3200,35,Male,46,10,60,117,78,4,8,4,8
2024-03-27,7743,22,Female,558,4,80,274,153,6,4,5,3
2024-06-20,1506,23,Male,815,9,17,237,167,8,3,10,6
2024-08-30,6326,29,Female,502,9,36,262,109,8,1,6,5
2024-10-14,2062,44,Female,701,5,50,280,52,9,3,7,10
2024-02-06,5067,30,Male,535,6,69,282,9,1,10,3,3
2024-09-19,6530,59,Male,516,4,16,4,112,4,7,5,4
2024-11-06,5674,25,Male,945,10,62,154,103,1,4,4,9
2024-06-26,9419,59,Other,55,7,3,120,41,9,6,6,1
2024-10-30,8059,35,Female,909,6,81,9,23,7,4,10,5
2024-08-15,9122,33,Male,813,8,52,262,9,4,10,4,6
2024-11-08,7686,21,Male,847,4,82,206,114,4,4,4,6
2024-09-09,7734,21,Female,639,8,40,6,21,8,10,2,4
2024-03-29,2940,42,Male,686,2,84,250,48,5,7,2,5
2024-06-18,3591,49,Other,865,6,33,137,64,5,3,3,9
2024-05-20,7659,40,Female,617,4,89,255,160,1,1,3,3
2024-11-06,1624,52,Male,599,3,20,103,64,1,7,1,5
2024-01-10,4589,36,Other,86,7,81,194,8,7,1,10,8
2024-12-14,2974,52,Other,608,6,42,27,145,7,6,2,1
2024-05-11,7541,32,Male,909,8,26,288,124,1,5,2,4
2024-10-17,9438,23,Other,562,3,84,233,134,9,4,1,10
2024-12-13,1676,34,Male,77,2,86,157,154,1,4,7,3
2024-03-08,2100,55,Male,815,1,4,196,24,1,5,2,9
2024-07-24,4286,55,Female,752,7,44,273,31,8,9,4,10
2024-10-20,3304,22,Female,895,9,82,188,179,6,2,8,7
2024-03-13,8903,54,Female,842,5,14,92,126,5,7,1,9
2024-03-11,9812,49,Female,809,4,8,184,175,9,1,2,9
2024-12-26,8611,18,Male,489,8,84,195,60,1,7,7,5
2024-06-18,2691,23,Female,917,2,30,258,12,6,9,1,5
2024-09-22,5325,26,Male,645,2,1,122,115,4,2,9,10
2024-10-22,6822,42,Other,464,4,49,43,71,1,4,7,4
2024-11-24,8400,29,Female,534,7,67,253,58,1,10,7,9
2024-06-20,3293,41,Male,797,10,16,34,158,5,9,8,8
2024-06-26,6726,52,Female,887,4,18,67,97,7,1,1,5
2024-04-28,9461,34,Male,925,1,0,96,63,7,5,6,7
2024-04-13,4185,21,Other,652,7,35,118,175,8,6,9,7
2024-08-22,9087,54,Male,512,3,86,261,146,7,1,7,5
2024-03-05,1869,21,Female,689,8,30,155,119,7,5,3,4
2024-02-04,5961,53,Male,86,7,17,59,85,1,7,4,3
2024-12-11,8948,20,Other,861,7,31,41,165,8,8,6,9
2024-11-29,6225,59,Other,573,7,89,56,51,8,4,4,2
2024-06-03,7202,36,Other,906,8,5,283,175,4,3,6,3
2024-11-26,3205,22,Other,872,4,59,265,141,4,5,5,7
2024-11-07,4973,47,Other,628,5,44,57,159,7,10,4,4
2024-03-26,8039,26,Female,655,7,14,205,47,1,4,3,3
2024-07-21,1324,46,Other,744,6,63,42,90,7,8,1,4
2024-07-25,9302,40,Male,625,6,2,143,8,8,5,1,3
2024-05-06,4490,29,Male,661,9,29,13,150,6,6,3,9
2024-08-05,9904,20,Male,808,8,61,184,35,9,6,9,6
2024-12-26,2393,37,Other,49,10,20,216,176,4,9,8,8
2024-09-05,5942,49,Male,776,3,5,261,121,7,9,8,7
2024-03-02,1507,33,Other,878,4,77,59,74,4,2,2,8
2024-02-13,2709,23,Other,504,7,0,288,49,6,1,6,9
2024-10-10,7806,53,Male,547,4,60,110,127,1,7,7,3
2024-11-12,2610,57,Male,679,6,30,240,168,5,6,2,9
2024-12-14,6022,50,Male,493,3,37,98,150,6,4,5,10
2024-05-11,1760,53,Female,678,4,20,63,103,1,5,5,6
2024-08-02,6018,52,Male,64,8,41,50,112,5,5,8,5
2024-02-16,4171,42,Male,68,6,46,233,24,7,2,4,8
2024-01-30,7703,47,Other,887,2,73,121,56,8,7,1,1
2024-12-26,1409,23,Male,786,4,61,211,55,7,7,1,7
2024-01-01,7700,21,Female,784,8,30,283,172,5,7,3,8
2024-11-22,1941,26,Female,775,5,11,179,153,9,9,7,4
2024-10-07,7510,38,Male,935,9,10,146,74,4,5,2,1
2024-08-30,2462,36,Female,552,6,30,193,105,8,2,7,3
2024-11-10,1120,34,Other,747,4,64,141,15,1,1,8,9
2024-06-10,2132,50,Female,562,5,70,185,87,9,3,9,3
2024-04-17,7086,59,Other,453,1,21,5,21,7,7,1,10
2024-08-12,9358,23,Female,749,7,79,244,154,1,5,9,8
2024-10-30,4238,59,Other,905,3,42,249,103,9,7,6,10
